"id","group","expression","uid","gene_id","gene_name","alias","desc"
91174,"t20","up","100306006","MSTRG.30778","LOC100306006","GLYMA_15G256300","uncharacterized LOC100306006"
6525,"t20","up","100797572","MSTRG.2278","LOC100797572","GLYMA_02G055500","U-box domain-containing protein 5"
39077,"t20","up",NA,"MSTRG.13243",".",NA,NA
65236,"t20","up","100805946","MSTRG.22316","LOC100805946","GLYMA_11G194900","cell division cycle protein 48 homolog"
85410,"t20","up",NA,"MSTRG.28904",".",NA,NA
74483,"t20","up","100784422","MSTRG.25145","LOC100784422","GLYMA_13G087800","2,3-bisphosphoglycerate-dependent phosphoglycerate mutase 1"
112724,"t20","up",NA,"MSTRG.38122",".",NA,NA
101186,"t20","up","100794206","MSTRG.34247","LOC100794206","GLYMA_17G234000","protein SOB FIVE-LIKE 5"
53450,"t20","up","100815501","MSTRG.18146","LOC100815501","GLYMA_09G209400","diacylglycerol lipase-beta"
50772,"t20","up",NA,"MSTRG.17324",".",NA,NA
89859,"t20","up","100811537","MSTRG.30465","LOC100811537","GLYMA_15G200600","probable flavin-containing monooxygenase 1"
35229,"t20","up","100799947","MSTRG.11954","LOC100799947","GLYMA_06G310700","WAT1-related protein At5g07050"
91341,"t20","up",NA,"MSTRG.30843",".",NA,NA
84062,"t20","up",NA,"MSTRG.28494",".",NA,NA
54627,"t20","up",NA,"MSTRG.18595",".",NA,NA
36611,"t20","up",NA,"MSTRG.12429",".",NA,NA
107684,"t20","up","100778270","MSTRG.36421","LOC100778270","GLYMA_18G300800","leucine-rich repeat extensin-like protein 6"
34843,"t20","up","100799248","MSTRG.11806","LOC100799248","GLYMA_06G289300","transcription activator GLK1-like"
82178,"t20","up",NA,"MSTRG.27972",".",NA,NA
54386,"t20","up","100776827","MSTRG.18503","LOC100776827","GLYMA_09G256100","probable polygalacturonase"
18522,"t20","up",NA,"MSTRG.6402",".",NA,NA
65143,"t20","up",NA,"MSTRG.22283",".",NA,NA
16980,"t20","up",NA,"MSTRG.5801",".",NA,NA
91911,"t20","up","100781974","MSTRG.31075","LOC100781974","GLYMA_16G017200","soluble inorganic pyrophosphatase 1"
18540,"t20","up","100803643","MSTRG.6407","LOC100803643","GLYMA_04G055700","F-box/LRR-repeat protein 15"
63088,"t20","up","100779180","MSTRG.21481","LOC100779180","GLYMA_11G069600","laccase-11"
60178,"t20","up",NA,"MSTRG.20370",".",NA,NA
34242,"t20","up",NA,"MSTRG.11643",".",NA,NA
47852,"t20","up","100800156","MSTRG.16292","LOC100800156","GLYMA_08G297100","uncharacterized LOC100800156"
111791,"t20","up",NA,"MSTRG.37726",".",NA,NA
42261,"t20","up",NA,"MSTRG.14361",".",NA,NA
35771,"t20","up","547835","MSTRG.12130","LOC547835","GLYMA_07G007000, LOX1.4, SC514, loxA","lipoxygenase"
105931,"t20","up","102661371","MSTRG.35769","LOC102661371","GLYMA_18G209900v4","protein LURP-one-related 15-like"
25417,"t20","up","100799752","MSTRG.8560","LOC100799752","GLYMA_05G094400","mitogen-activated protein kinase kinase kinase 20"
85053,"t20","up",NA,"MSTRG.28779",".",NA,NA
66575,"t20","up","100527615","MSTRG.22686","LOC100527615","GLYMA_11G222300","tropinone reductase homolog At5g06060"
77704,"t20","down",NA,"MSTRG.26312",".",NA,NA
17643,"t20","down",NA,"MSTRG.6048",".",NA,NA
2415,"t20","down","100803911","MSTRG.769","LOC100803911","GLYMA_01G103500","auxin response factor 9"
95210,"t20","down","112999750","MSTRG.32138","IF7GT3","GLYMA_16G175200, GmIF7GT3","isoflavone 7-O-glucosyltransferase UGT3"
118978,"t20","down",NA,"MSTRG.40165",".",NA,NA
12248,"t20","down","121174643","MSTRG.4233","LOC121174643","","receptor-like serine/threonine-protein kinase At2g45590"
63621,"t20","down","100306090","MSTRG.21723","LOC100306090","GLYMA_11G098100","uncharacterized LOC100306090"
50770,"t20","down","100794894","MSTRG.17324","LOC100794894","GLYMA_09G069000","MOB kinase activator-like 1A"
83476,"t20","down","100790297","MSTRG.28364","LOC100790297","GLYMA_14G131300","glucan endo-1,3-beta-glucosidase 5"
56842,"t20","down","100796676","MSTRG.19358","LOC100796676","GLYMA_10G083500","uncharacterized LOC100796676"
28775,"t20","down",NA,"MSTRG.9753",".",NA,NA
32734,"t20","down","852871","MSTRG.11240","BOR2","YGL013C, AMY1, ANT1, BOR2, CYH3, NRA2, SMR2, TIL1, TPE1, TPE3","drug-responsive transcription factor PDR1"
62912,"t20","down","100527721","MSTRG.21415","LOC100527721","GLYMA_11G060500","uncharacterized LOC100527721"
45226,"t20","down","100775553","MSTRG.15473","LOC100775553","GLYMA_08G175400","nicotianamine synthase"
24420,"t20","down",NA,"MSTRG.8345",".",NA,NA
37091,"t20","down",NA,"MSTRG.12607",".",NA,NA
69688,"t20","down","100798340","MSTRG.23780","LOC100798340","GLYMA_12G109500","probable protein phosphatase 2C 52"
23377,"t20","down","100779051","MSTRG.7963","LOC100779051","GLYMA_05G009000","early nodulin-93"
15558,"t20","down","100776345","MSTRG.5231","LOC100776345","GLYMA_03G178000","40S ribosomal protein S23-like"
28772,"t20","down",NA,"MSTRG.9753",".",NA,NA
68102,"t20","down","100807371","MSTRG.23223","LOC100807371","GLYMA_12G029900","uncharacterized LOC100807371"
92035,"t20","down","100802677","MSTRG.31113","LOC100802677","GLYMA_16G022400","calcium-binding protein KIC"
4548,"t20","down","100792961","MSTRG.1521","LOC100792961","GLYMA_01G208600","uncharacterized LOC100792961"
98595,"t20","down","100820292","MSTRG.33446","LOC100820292","GLYMA_17G117100","early nodulin-93-like"
40046,"t20","down","106799481","MSTRG.13519","LOC106799481","","uncharacterized LOC106799481"
98598,"t20","down","100306683","MSTRG.33448","LOC100306683","GLYMA_17G117200","uncharacterized LOC100306683"
15631,"t20","down","100305477","MSTRG.5257","LOC100305477","GLYMA_03G180700","V-type proton ATPase subunit G-like protein"
31651,"t20","down","100798019","MSTRG.10846","LOC100798019","GLYMA_06G134900","small heat shock protein, chloroplastic-like"
115944,"t20","down","100794625","MSTRG.39108","LOC100794625","GLYMA_20G125000","uncharacterized LOC100794625"
43192,"t20","down",NA,"MSTRG.14717",".",NA,NA
12357,"t20","down","100783654","MSTRG.4272","LOC100783654","GLYMA_03G026000","uncharacterized LOC100783654"
36775,"t20","down","100801043","MSTRG.12499","LOC100801043","GLYMA_07G053200","serine/arginine-rich splicing factor RS31"
1464,"t20","down","100784666","MSTRG.543","LOC100784666","GLYMA_01G061500","serine/threonine-protein kinase dst1"
41307,"t20","down",NA,"MSTRG.13996",".",NA,NA
41598,"t20","down","100775182","MSTRG.14095","LOC100775182","GLYMA_08G004800","alcohol dehydrogenase"
96307,"t20","down","100796470","MSTRG.32520","LOC100796470","GLYMA_17G008400","E3 ubiquitin-protein ligase UPL5"
14531,"t20","down",NA,"MSTRG.4886",".",NA,NA
66827,"t20","down","100500345","MSTRG.22804","LOC100500345","GLYMA_11G235000","uncharacterized LOC100500345"
41088,"t20","down","100807247","MSTRG.13908","LOC100807247","GLYMA_07G257700","stem-specific protein TSJT1"
84260,"t20","down","100037478","MSTRG.28545","SACPD-C","GLYMA_14G121400, FAB2.3","stearoyl-ACP desaturase"
14262,"t20","down","100800060","MSTRG.4781","LOC100800060","GLYMA_03G116200","hydroquinone glucosyltransferase"
104355,"t20","down","100817130","MSTRG.35358","LOC100817130","GLYMA_18G132500","probable inactive purple acid phosphatase 1"
56345,"t20","down","100777720","MSTRG.19204","LOC100777720","GLYMA_10G057800","uncharacterized LOC100777720"
82834,"t20","down","100778024","MSTRG.28212","LOC100778024","GLYMA_14G096700","glutaredoxin-C6"
49437,"t20","down",NA,"MSTRG.16829",".",NA,NA
26710,"t20","down",NA,"MSTRG.8985",".",NA,NA
63065,"t20","down",NA,"MSTRG.21475",".",NA,NA
111713,"t20","down","547619","MSTRG.37698","SHOOT2","GLYMA_19G190000","SHOOT2 protein"
4031,"t20","down",NA,"MSTRG.1309",".",NA,NA
41413,"t20","down","100812234","MSTRG.14026","LOC100812234","GLYMA_07G270900","START domain-containing protein 10"
48169,"t20","down",NA,"MSTRG.16404",".",NA,NA
118612,"t20","down",NA,"MSTRG.40078",".",NA,NA
54597,"t20","down",NA,"MSTRG.18580",".",NA,NA
107732,"t20","down",NA,"MSTRG.36435",".",NA,NA
117859,"t20","down","100783168","MSTRG.39820","ALMT34","GLYMA_20G216800, GmALMT34","aluminum-activated malate transporter family protein"
61527,"t20","down","100788955","MSTRG.20891","LOC100788955","GLYMA_10G295400","2-isopropylmalate synthase 2, chloroplastic"
47689,"t20","down",NA,"MSTRG.16245",".",NA,NA
115685,"t20","down","102577934","MSTRG.39030","C4H1","","cinnamate 4-hydroxylase CYP73"
29611,"t20","down","100101876","MSTRG.10076","BZIP71","GLYMA_06G040400","transcription factor bZIP71"
62129,"t20","down","102665617","MSTRG.21114","LOC102665617","GLYMA_11G022400","brassinosteroid-responsive RING protein 1"
73913,"t20","down",NA,"MSTRG.24941",".",NA,NA
71694,"t20","down","100815403","MSTRG.24308","LOC100815403","GLYMA_12G200800","uncharacterized LOC100815403"
26218,"t20","down","100801545","MSTRG.8805","LOC100801545","GLYMA_05G133100","E3 ubiquitin-protein ligase UPL1"
112231,"t20","down","100527371","MSTRG.37911","LOC100527371","GLYMA_19G213100","uncharacterized LOC100527371"
108696,"t20","down","100786490","MSTRG.36736","LOC100786490","GLYMA_19G046300","LOB domain-containing protein 41"
88810,"t20","down","100779626","MSTRG.30195","LOC100779626","GLYMA_15G152000","ethylene-responsive transcription factor RAP2-3"
118157,"t20","down",NA,"MSTRG.39922",".",NA,NA
75933,"t20","down","100816661","MSTRG.25655","LOC100816661","GLYMA_13G149700","putative mediator of RNA polymerase II transcription subunit 26"
98426,"t20","down",NA,"MSTRG.33380",".",NA,NA
8538,"t20","down","100791586","MSTRG.2963","LOC100791586","GLYMA_02G149900","RNA demethylase ALKBH10B"
97707,"t20","down",NA,"MSTRG.33106",".",NA,NA
8807,"t20","down",NA,"MSTRG.3043",".",NA,NA
110373,"t20","down",NA,"MSTRG.37208",".",NA,NA
99506,"t20","down",NA,"MSTRG.33812",".",NA,NA
95939,"t20","down",NA,"MSTRG.32397",".",NA,NA
85515,"t20","down",NA,"MSTRG.28955",".",NA,NA
80329,"t20","down",NA,"MSTRG.27282",".",NA,NA
31028,"t20","down","100803679","MSTRG.10608","LOC100803679","GLYMA_06G105900, ACCase-A","acetyl-CoA carboxylase 1"
58358,"t20","down",NA,"MSTRG.19716",".",NA,NA
11363,"t20","down","100781661","MSTRG.3902","LOC100781661","GLYMA_02G287000","peroxisomal and mitochondrial division factor 2"
105475,"t20","down",NA,"MSTRG.35640",".",NA,NA
115359,"t20","down","100811997","MSTRG.38890","LOC100811997","GLYMA_20G098400","calreticulin"
71614,"t20","down","100803651","MSTRG.24276","LOC100803651","GLYMA_12G195700","histone-lysine N-methyltransferase ATXR2"
109546,"t20","down","102666841","MSTRG.36922","LOC100777575","","cyprosin-like"
96800,"t20","down",NA,"MSTRG.32753",".",NA,NA
15136,"t20","down",NA,"MSTRG.5082",".",NA,NA
21495,"t20","down",NA,"MSTRG.7254",".",NA,NA
86632,"t20","down","100782328","MSTRG.29351","LOC100782328","GLYMA_15G039700","ubiquitin-conjugating enzyme E2 7"
56974,"t20","down","100803056","MSTRG.19381","LOC100803056","GLYMA_10G089200","actin-related protein 7"
28172,"t20","down","100794816","MSTRG.9531","LOC100794816","GLYMA_05G222400","1-aminocyclopropane-1-carboxylate oxidase 1"
68727,"t20","down","100807188","MSTRG.23449","LOC100807188","GLYMA_12G061400","ATP-dependent zinc metalloprotease FTSH 10, mitochondrial"
31372,"t20","down","100801918","MSTRG.10741","LOC100801918","GLYMA_06G122600","alcohol dehydrogenase 1"
101251,"t20","down","100803038","MSTRG.34278","LOC100803038","GLYMA_17G238200","probable isoaspartyl peptidase/L-asparaginase 2"
50078,"t20","down",NA,"MSTRG.17062",".",NA,NA
24234,"t20","down","100775486","MSTRG.8279","LOC100775486","GLYMA_05G048500","zinc finger protein SHOOT GRAVITROPISM 5"
97862,"t20","down","100810689","MSTRG.33165","LOC100810689","GLYMA_17G083200","H/ACA ribonucleoprotein complex subunit 2-like protein"
66765,"t20","down","100803278","MSTRG.22765","LOC100803278","GLYMA_11G231400","RING-H2 finger protein ATL66"
117994,"t20","down","837387","MSTRG.39869","PPCK2","AT1G08650, ATPPCK1, PHOSPHOENOLPYRUVATE CARBOXYLASE KINASE, PHOSPHOENOLPYRUVATE CARBOXYLASE KINASE 1, phosphoenolpyruvate carboxylase kinase 1","phosphoenolpyruvate carboxylase kinase 1"
92815,"t20","down","100779467","MSTRG.31444","LOC100779467","GLYMA_16G062000","kelch repeat-containing protein At3g27220"
113512,"t20","down","100809325","MSTRG.38402","LOC100809325","GLYMA_20G012000","tRNase Z TRZ1"
112599,"t20","down","100811105","MSTRG.38068","LOC100811105","GLYMA_19G231600","protein SREK1IP1"
43457,"t20","down",NA,"MSTRG.14812",".",NA,NA
107859,"t20","down",NA,"MSTRG.36473",".",NA,NA
54506,"t20","down",NA,"MSTRG.18541",".",NA,NA
101959,"t20","down",NA,"MSTRG.34542",".",NA,NA
67217,"t20","down","112935895","MSTRG.22929","LOC112935895","GLYMA_11G250400v4","REF/SRPP-like protein"
79118,"t20","down","100305771","MSTRG.26861","LOC100305771","GLYMA_13G301400","uncharacterized LOC100305771"
31354,"t20","down","100799771","MSTRG.10739","LOC100799771","GLYMA_06G121500","transcriptional corepressor SEUSS"
21496,"t20","down","100808961","MSTRG.7254","LOC100808961","GLYMA_04G189600","serine/threonine-protein kinase AFC2"
36514,"t20","down","102663438","MSTRG.12390","LOC102663438","GLYMA_07G040000","uncharacterized LOC102663438"
101986,"t20","down","100809811","MSTRG.34555","LOC100809811","GLYMA_18G011100","E3 ubiquitin-protein ligase AIRP2"
71333,"t20","down",NA,"MSTRG.24183",".",NA,NA
24704,"t20","down","100500459","MSTRG.8424","LOC100500459","GLYMA_05G068500v4","FCS-like zinc-finger domain-containing protein"
25263,"t20","down",NA,"MSTRG.8540",".",NA,NA
112529,"t20","down",NA,"MSTRG.38044",".",NA,NA
108120,"t20","down",NA,"MSTRG.36577",".",NA,NA
5932,"t20","down",NA,"MSTRG.2061",".",NA,NA
75178,"t20","down","111138523","MSTRG.25378","LOC111138523","GLYMA_13G115900","RING/U-box superfamily protein"
99083,"t20","down",NA,"MSTRG.33651",".",NA,NA
45371,"t20","down","100798755","MSTRG.15536","LOC100798755","GLYMA_08G182900","WAT1-related protein At1g68170"
36094,"t20","down","100808320","MSTRG.12247","LOC100808320","GLYMA_07G021300","uncharacterized LOC100808320"
56556,"t20","down","100813230","MSTRG.19267","LOC100813230","GLYMA_10G067000","dehydration-responsive element-binding protein 1B"
63799,"t20","down","100796006","MSTRG.21779","LOC100796006","GLYMA_11G104500","ADP-ribosylation factor GTPase-activating protein AGD2"
64538,"t40","up",NA,"MSTRG.22092",".",NA,NA
63046,"t40","up","100819812","MSTRG.21467","LOC100819812","","uncharacterized LOC100819812"
61559,"t40","up",NA,"MSTRG.20900",".",NA,NA
28023,"t40","up","100815760","MSTRG.9470","LOC100815760","GLYMA_05G215900","probable WRKY transcription factor 41"
118610,"t40","up",NA,"MSTRG.40078",".",NA,NA
36497,"t40","up",NA,"MSTRG.12376",".",NA,NA
97220,"t40","up","100804277","MSTRG.32927","LOC100804277","","protein ALP1-like"
22371,"t40","up","113001461","MSTRG.7559","LOC113001461","GLYMA_04G228900","uncharacterized LOC113001461"
11154,"t40","up",NA,"MSTRG.3822",".",NA,NA
92973,"t40","up",NA,"MSTRG.31488",".",NA,NA
85408,"t40","up","100795913","MSTRG.28903","LOC100795913","GLYMA_14G212200","U-box domain-containing protein 20"
6511,"t40","up",NA,"MSTRG.2272",".",NA,NA
80743,"t40","up",NA,"MSTRG.27449",".",NA,NA
15465,"t40","up","100526897","MSTRG.5200","LOC100526897","GLYMA_03G173300","C2H2-type zinc finger protein"
11013,"t40","up","100815336","MSTRG.3754","LOC100815336","GLYMA_02G268200","1-aminocyclopropane-1-carboxylate oxidase-like"
74485,"t40","up",NA,"MSTRG.25145",".",NA,NA
59091,"t40","up","100233234","MSTRG.19975","LOC100233234","GLYMA_10G180600, GmCRY2a1, GmCRY2a2","cryptochrome 2"
20296,"t40","up","111240476","MSTRG.6949","LOC111240476","GLYMA_04G136200","putative calcium-binding protein"
18500,"t40","up","100811437","MSTRG.6394","LOC100811437","GLYMA_04G053300","aminopeptidase M1"
56765,"t40","up","100787531","MSTRG.19336","LOC100787531","GLYMA_10G079700","NDR1/HIN1-like protein 10"
40617,"t40","up","100779615","MSTRG.13723","LOC100779615","GLYMA_07G233900","pleiotropic drug resistance protein 3"
94951,"t40","up","100791196","MSTRG.32043","LOC100791196","GLYMA_16G161100","UPF0481 protein At3g47200"
54505,"t40","up",NA,"MSTRG.18541",".",NA,NA
3715,"t40","up",NA,"MSTRG.1167",".",NA,NA
51753,"t40","up",NA,"MSTRG.17586",".",NA,NA
30894,"t40","up",NA,"MSTRG.10552",".",NA,NA
7180,"t40","up","100780940","MSTRG.2507","LOC100780940","GLYMA_02G088700","LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 1.4"
88072,"t40","up","100796453","MSTRG.29887","LOC100796453","GLYMA_15G109500","probable F-box protein At4g22030"
68649,"t40","up",NA,"MSTRG.23420",".",NA,NA
6717,"t40","up","100817285","MSTRG.2333","LOC100817285","GLYMA_02G063900","MLO-like protein 12"
102605,"t40","up","41275","MSTRG.34808","41275","Dmel_CG14688, CG14688, Dmel\CG14688, PHYH, PHYHD1","Phytanoyl-CoA dioxygenase domain containing 1"
10532,"t40","up","100790182","MSTRG.3571","LOC100790182","GLYMA_02G242900","U-box domain-containing protein 21"
10322,"t40","up",NA,"MSTRG.3489",".",NA,NA
115952,"t40","up","100795681","MSTRG.39112","LOC100795681","GLYMA_20G125500","uncharacterized LOC100795681"
74936,"t40","up","100787073","MSTRG.25299","LOC100787073","GLYMA_13G106400","peroxidase N-like"
102327,"t40","up",NA,"MSTRG.34708",".",NA,NA
68585,"t40","up",NA,"MSTRG.23399",".",NA,NA
105176,"t40","up","100787174","MSTRG.35553","LOC100787174","GLYMA_18G171400","E3 ubiquitin-protein ligase PRT1"
102710,"t40","up","112997608","MSTRG.34841","LOC112997608","","cysteine-rich receptor-like protein kinase 2"
66406,"t40","up","100800966","MSTRG.22622","LOC100800966","GLYMA_11G214500","U-box domain-containing protein"
105907,"t40","up","100792833","MSTRG.35761","LOC100792833","GLYMA_18G208800","probable WRKY transcription factor 33"
16551,"t40","up","778182","MSTRG.5643","LOC778182","GLYMA_03G227700, MYB160","transcription factor MYB86"
26998,"t40","up","100813636","MSTRG.9103","LOC100813636","GLYMA_05G168400","ferredoxin-A"
78846,"t40","up","100499858","MSTRG.26740","LOC100499858","GLYMA_13G286600","uncharacterized LOC100499858"
50701,"t40","up","100802708","MSTRG.17303","LOC100802708","","protein ALP1-like"
42468,"t40","up",NA,"MSTRG.14441",".",NA,NA
90779,"t40","up","100796623","MSTRG.30685","ANN11","GLYMA_15G238400","annexin D4-like"
58219,"t40","up",NA,"MSTRG.19664",".",NA,NA
35462,"t40","up","732593","MSTRG.12036","LOC732593","GLYMA_06G321600","FAD-linked oxidoreductase 2"
42218,"t40","up","100527399","MSTRG.14340","LOC100527399","GLYMA_08G032800","uncharacterized LOC100527399"
10399,"t40","up","100785752","MSTRG.3521","LOC100785752","GLYMA_02G237300","probable LRR receptor-like serine/threonine-protein kinase At1g06840"
14337,"t40","up","100806458","MSTRG.4803","LOC100806458","GLYMA_03G120000","alpha-L-arabinofuranosidase 1"
26621,"t40","up",NA,"MSTRG.8951",".",NA,NA
26568,"t40","up",NA,"MSTRG.8931",".",NA,NA
116364,"t40","up","100800451","MSTRG.39261","LOC100800451","GLYMA_20G144600","linoleate 9S-lipoxygenase 5"
15124,"t40","up",NA,"MSTRG.5075",".",NA,NA
56767,"t40","up","100788062","MSTRG.19337","LOC100788062","GLYMA_10G079900","NDR1/HIN1-like protein 10"
45080,"t40","up","100808692","MSTRG.15418","LOC100808692","GLYMA_08G169451v4","transcription factor JUNGBRUNNEN 1"
86932,"t40","up","100806204","MSTRG.29454","LOC100806204","GLYMA_15G052000","high affinity sulfate transporter 2"
76819,"t40","up","835318","MSTRG.25984","CRK42","AT5G52420, K24M7.17, K24M7_17","uncharacterized protein"
8508,"t40","up","100797018","MSTRG.2953","LOC100797018","GLYMA_02G148200","probable aspartic proteinase GIP2"
74100,"t40","up","100812586","MSTRG.25013","LOC100812586","GLYMA_13G067900","probable galacturonosyltransferase-like 10"
108063,"t40","up","100780084","MSTRG.36555","LOC100780084","GLYMA_19G016100","probable galacturonosyltransferase-like 10"
75554,"t40","up","100526874","MSTRG.25512","LOC100526874","GLYMA_13G133100","C2H2-type zinc finger protein"
74482,"t40","up",NA,"MSTRG.25145",".",NA,NA
49448,"t40","up","100799496","MSTRG.16833","LOC100799496","GLYMA_09G004800","probable F-box protein At4g22030"
80745,"t40","up",NA,"MSTRG.27449",".",NA,NA
30941,"t40","up","100793598","MSTRG.10572","LOC100793598","GLYMA_06G102000","protein PHOSPHATE-INDUCED 1"
12162,"t40","up","100807334","MSTRG.4206","LOC100807334","GLYMA_03G016400","uncharacterized LOC100807334"
68587,"t40","up",NA,"MSTRG.23400",".",NA,NA
107553,"t40","up","100802020","MSTRG.36377","LOC100802020","GLYMA_18G294300","putative glutamine amidotransferase GAT1_2.1"
92260,"t40","up","100815486","MSTRG.31211","LOC100815486","GLYMA_16G033900","TMV resistance protein N"
52914,"t40","up","102665380","MSTRG.17931","LOC100802692","","probable serine/threonine-protein kinase At1g18390"
68389,"t40","up",NA,"MSTRG.23331",".",NA,NA
111928,"t40","up","840119","MSTRG.37788","SYP24","AT1G32270, F27G20.2, SYNTAXIN 24, SYP24","syntaxin"
4702,"t40","up",NA,"MSTRG.1576",".",NA,NA
68724,"t40","up",NA,"MSTRG.23448",".",NA,NA
87903,"t40","up","100819543","MSTRG.29808","LOC100819543","GLYMA_15G099700","LEC14B homolog"
64350,"t40","up","100783677","MSTRG.22007","LOC100783677","","extensin-2-like"
11364,"t40","up",NA,"MSTRG.3902",".",NA,NA
45324,"t40","up","100784124","MSTRG.15511","LOC100784124","GLYMA_08G180400","high affinity sulfate transporter 2"
5849,"t40","up","100797561","MSTRG.2030","LOC100797561","GLYMA_02G024200","uncharacterized LOC100797561"
81676,"t40","up",NA,"MSTRG.27815",".",NA,NA
103617,"t40","up","100791945","MSTRG.35178","LOC100791945","GLYMA_18G096700","uncharacterized LOC100791945"
19567,"t40","up","100810910","MSTRG.6772","LOC100810910","GLYMA_04G100300","protein PHOSPHATE-INDUCED 1"
74641,"t40","up","100784249","MSTRG.25203","LOC100784249","GLYMA_13G095100","probable xyloglucan endotransglucosylase/hydrolase protein 23"
75209,"t40","up",NA,"MSTRG.25392",".",NA,NA
40006,"t40","up","100782473","MSTRG.13503","LOC100782473","GLYMA_07G204800","phospholipase A1-IIgamma"
54215,"t40","up","100817267","MSTRG.18423","LOC100817267","GLYMA_09G246600","probably inactive leucine-rich repeat receptor-like protein kinase At5g48380"
482,"t40","up","100810158","MSTRG.213","LOC100810158","GLYMA_01G012800","uncharacterized LOC100810158"
53452,"t40","up",NA,"MSTRG.18147",".",NA,NA
89259,"t40","up","100784098","MSTRG.30323","LOC100784098","GLYMA_15G171000","IQ domain-containing protein IQM1"
43802,"t40","up",NA,"MSTRG.14947",".",NA,NA
67934,"t40","up","100306014","MSTRG.23178","LOC100306014","GLYMA_12G024100","uncharacterized LOC100306014"
58378,"t40","up",NA,"MSTRG.19724",".",NA,NA
116876,"t40","up",NA,"MSTRG.39453",".",NA,NA
16924,"t40","up",NA,"MSTRG.5771",".",NA,NA
67475,"t40","up","100305418","MSTRG.23006","LOC100305418","GLYMA_12G002400","cytokinin-regulated kinase"
30916,"t40","up","100500381","MSTRG.10564","LOC100500381","GLYMA_06G100900","uncharacterized LOC100500381"
14239,"t40","up","100801122","MSTRG.4773","LOC100801122","GLYMA_03G114700","UPF0481 protein At3g47200"
98531,"t40","up","100527593","MSTRG.33412","LOC100527593","GLYMA_17G113000","putative stellacyanin"
75213,"t40","up",NA,"MSTRG.25393",".",NA,NA
59018,"t40","up","100818724","MSTRG.19939","LOC100818724","GLYMA_10G176500","isoflavone-7-O-methyltransferase 9"
106679,"t40","up","100810725","MSTRG.36052","LOC100810725","GLYMA_18G249100","PRA1 family protein F2-like"
73426,"t40","up","100819866","MSTRG.24784","LOC100819866","GLYMA_13G037000","uncharacterized LOC100819866"
83742,"t40","up",NA,"MSTRG.28421",".",NA,NA
100221,"t40","up",NA,"MSTRG.33984",".",NA,NA
93157,"t40","up",NA,"MSTRG.31558",".",NA,NA
116211,"t40","up",NA,"MSTRG.39210",".",NA,NA
64746,"t40","up","100799023","MSTRG.22158","LOC100799023","GLYMA_11G159021v4","UPF0496 protein 4"
40154,"t40","up","100818282","MSTRG.13562","FWL2","GmFWL2","protein FW2.2-like 2"
10129,"t40","up",NA,"MSTRG.3407",".",NA,NA
56611,"t40","up",NA,"MSTRG.19285",".",NA,NA
116220,"t40","up","100782800","MSTRG.39211","CRK71","GLYMA_20G138100, GmCRK71","cysteine-rich receptor-like protein kinase"
74640,"t40","up",NA,"MSTRG.25203",".",NA,NA
44302,"t40","up",NA,"MSTRG.15137",".",NA,NA
73841,"t40","up","100305387","MSTRG.24907","LOC100305387","GLYMA_13G054300","FERONIA receptor-like kinase"
4916,"t40","up","818429","MSTRG.1650","WRKY12","AT2G38470, ATWRKY33, T19C21.4, T19C21_4, WRKY DNA-BINDING PROTEIN 33, WRKY DNA-binding protein 33","WRKY DNA-binding protein 33"
644,"t40","up",NA,"MSTRG.277",".",NA,NA
49864,"t40","up","100779499","MSTRG.16984","LOC100779499","GLYMA_09G023600, GmHD-ZIPIII-5","homeobox-leucine zipper protein ATHB-14-like"
65910,"t40","up","121173010","MSTRG.22502","LOC121173010","GLYMA_11G178501v4","uncharacterized LOC121173010"
27122,"t40","up","100787601","MSTRG.9157","LOC100787601","GLYMA_05G175800","uncharacterized LOC100787601"
5068,"t40","up","100788567","MSTRG.1707","LOC100788567","GLYMA_01G231000","ethylene-responsive transcription factor ERF022"
96362,"t40","up","100809088","MSTRG.32549","LOC100809088","","probable F-box protein At4g22030"
10299,"t40","up",NA,"MSTRG.3479",".",NA,NA
117260,"t40","up","100789537","MSTRG.39593","LOC100789537","GLYMA_20G186500","transcription factor HHO3"
41901,"t40","up","7157","MSTRG.14208","ACS","BCC7, BMFS5, LFS1, P53, TRP53","tumor protein p53"
30266,"t40","up","100806690","MSTRG.10324","LOC100806690","GLYMA_06G072500","coiled-coil domain-containing protein 93"
47939,"t40","up","100811355","MSTRG.16318","LOC100811355","GLYMA_08G301600","uncharacterized LOC100811355"
117838,"t40","up",NA,"MSTRG.39812",".",NA,NA
45656,"t40","up","100784827","MSTRG.15627","LOC100784827","GLYMA_08G194600","ABC transporter C family member 8"
7086,"t40","up","102665310","MSTRG.2473","LOC102665310","GLYMA_02G083500v4","extensin-like"
36619,"t40","up","100819364","MSTRG.12433","LOC100819364","GLYMA_07G045600","1-phosphatidylinositol-3-phosphate 5-kinase FAB1B"
84202,"t40","up","102660467","MSTRG.28530","LOC102660467","GLYMA_14G118500","uncharacterized LOC102660467"
111939,"t40","up","100809839","MSTRG.37793","LOC100809839","GLYMA_19G199300","E3 ubiquitin-protein ligase PUB22"
65535,"t40","up","112998383","MSTRG.22415","LOC112998383","","putative calcium-binding protein CML19"
94812,"t40","up",NA,"MSTRG.31989",".",NA,NA
