"uid","gene_name","alias","desc","id","gene_id","group","expression","GENENAME","GO"
100809557,"LOC100809557","GLYMA_13G069800","senescence-associated carboxylesterase 101",74126,"MSTRG.25028","t20","up","senescence-associated carboxylesterase 101","GO:0005634,GO:0052689,GO:0006952,GO:0006629"
100809749,"LOC100809749","GLYMA_07G121900","putative ABC transporter C family member 15",38244,"MSTRG.12991","t20","up","putative ABC transporter C family member 15","GO:0016021,GO:0016020,GO:0140359,GO:0005524,GO:0042626,GO:0055085"
100809943,"LOC100809943","GLYMA_08G364000","T-complex protein 1 subunit zeta 1",49217,"MSTRG.16759","t20","up","T-complex protein 1 subunit zeta 1","GO:0005832,GO:0005524,GO:0016887,GO:0051082,GO:0006457"
100810127,"LOC100810127","GLYMA_08G150800","uroporphyrinogen-III C-methyltransferase",44725,"MSTRG.15289","t20","up","uroporphyrinogen-III C-methyltransferase","NA"
100810277,"LOC100810277","GLYMA_07G139400","non-specific lipid transfer protein GPI-anchored 5",38617,"MSTRG.13132","t20","up","non-specific lipid transfer protein GPI-anchored 5","GO:0005504,GO:0009627"
100810449,"LOC100810449","GLYMA_07G190100","F-box protein At1g61340",39703,"MSTRG.13397","t20","up","F-box protein At1g61340","NA"
100810609,"LOC100810609","GLYMA_06G067200","adenine phosphoribosyltransferase 2-like",30140,"MSTRG.10280","t20","up","adenine phosphoribosyltransferase 2-like","GO:0005737,GO:0003999,GO:0006168,GO:0044209,GO:0006166"
100811437,"LOC100811437","GLYMA_04G053300","aminopeptidase M1",18500,"MSTRG.6394","t20","up","aminopeptidase M1","GO:0043231,GO:0016020,GO:0004177,GO:0008237,GO:0008270,GO:0005737,GO:0070006,GO:0042277,GO:0043171,GO:0006508"
100811455,"LOC100811455","GLYMA_12G181100","GABA transporter 1",71276,"MSTRG.24159","t20","up","GABA transporter 1","GO:0016021,GO:0005886,GO:0015293,GO:0006865,GO:0009734"
100811514,"LOC100811514","GLYMA_14G111800","aspartate aminotransferase P2, mitochondrial",83181,"MSTRG.28301","t20","up","aspartate aminotransferase P2, mitochondrial","GO:0004069,GO:0030170,GO:0009058,GO:0006520"
100811537,"LOC100811537","GLYMA_15G200600","probable flavin-containing monooxygenase 1",89859,"MSTRG.30465","t20","up","probable flavin-containing monooxygenase 1","GO:0050660,GO:0004499,GO:0050661"
100812131,"LOC100812131","GLYMA_18G271500","receptor-like protein kinase ANXUR2",107081,"MSTRG.36201","t20","up","receptor-like protein kinase ANXUR2","GO:0005886,GO:0005524,GO:0004672,GO:0046777"
100812261,"LOC100812261","GLYMA_16G111700","glutamate receptor 3.6",93940,"MSTRG.31731","t20","up","glutamate receptor 3.6","GO:0016021,GO:0005886,GO:0015276,GO:0038023"
100812481,"LOC100812481","GLYMA_02G296600","zinc finger CCCH domain-containing protein 29",11556,"MSTRG.3979","t20","up","zinc finger CCCH domain-containing protein 29","GO:0046872,GO:0060255,GO:0051171,GO:0080090"
100812612,"LOC100812612","GLYMA_07G098500","heavy metal-associated isoprenylated plant protein 47",37727,"MSTRG.12838","t20","up","heavy metal-associated isoprenylated plant protein 47","NA"
100813471,"LOC100813471","GLYMA_13G084000","putative nitrate reductase 1",74396,"MSTRG.25115","t20","up","putative nitrate reductase 1","NA"
100813492,"LOC100813492","GLYMA_07G057900","jasmonoyl--L-amino acid synthetase JAR4",36900,"MSTRG.12541","t20","up","jasmonoyl--L-amino acid synthetase JAR4","GO:0005737,GO:0016881"
100813627,"LOC100813627","GLYMA_12G215000","thioredoxin-like protein CXXS1-like",71946,"MSTRG.24422","t20","up","thioredoxin-like protein CXXS1-like","NA"
100813636,"LOC100813636","GLYMA_05G168400","ferredoxin-A",26998,"MSTRG.9103","t20","up","ferredoxin-A","GO:0009507,GO:0051537,GO:0009055,GO:0046872"
100813653,"LOC100813653","GLYMA_06G139300","protein RESPONSE TO LOW SULFUR 3",31765,"MSTRG.10891","t20","up","protein RESPONSE TO LOW SULFUR 3","GO:0098869"
100813901,"LOC100813901","GLYMA_09G208200","cellulose synthase-like protein D3",53437,"MSTRG.18139","t20","up","cellulose synthase-like protein D3","GO:0016021,GO:0005886,GO:0016760,GO:0051753,GO:0030244,GO:0009833"
100814253,"LOC100814253","GLYMA_01G178500","calcium uniporter protein 2, mitochondrial",3963,"MSTRG.1277","t20","up","calcium uniporter protein 2, mitochondrial","GO:0031305,GO:1990246,GO:0005262,GO:0015292,GO:0036444,GO:0051560"
100814727,"LOC100814727","GLYMA_13G344700","B-box zinc finger protein",80103,"MSTRG.27192","t20","up","B-box zinc finger protein","GO:0008270"
100815312,"LOC100815312","GLYMA_17G230600","probable protein phosphatase 2C 72",101097,"MSTRG.34209","t20","up","probable protein phosphatase 2C 72","GO:0005829,GO:0005634,GO:0016791"
100815501,"LOC100815501","GLYMA_09G209400","diacylglycerol lipase-beta",53450,"MSTRG.18146","t20","up","diacylglycerol lipase-beta","GO:0006629"
100815718,"LOC100815718","GLYMA_11G245000","ultraviolet-B receptor UVR8",67081,"MSTRG.22883","t20","up","ultraviolet-B receptor UVR8","NA"
100815756,"LOC100815756","GLYMA_05G169100","11S globulin seed storage protein 1",27012,"MSTRG.9108","t20","up","11S globulin seed storage protein 1","GO:0005783,GO:0000326,GO:0045735"
100815770,"LOC100815770","GLYMA_06G075500","ubiquitin carboxyl-terminal hydrolase 26",30339,"MSTRG.10347","t20","up","ubiquitin carboxyl-terminal hydrolase 26","GO:0005634,GO:0004197,GO:0004843,GO:0016579,GO:0006511"
100816232,"LOC100816232","GLYMA_18G236700","probable polygalacturonase",106443,"MSTRG.35952","t20","up","probable polygalacturonase","GO:0004650,GO:0005975"
100817267,"LOC100817267","GLYMA_09G246600","probably inactive leucine-rich repeat receptor-like protein kinase At5g48380",54215,"MSTRG.18423","t20","up","probably inactive leucine-rich repeat receptor-like protein kinase At5g48380","GO:0016021,GO:0005524,GO:0004672"
100818119,"LOC100818119","GLYMA_15G115600","cytochrome b561 and DOMON domain-containing protein At5g47530",88166,"MSTRG.29940","t20","up","cytochrome b561 and DOMON domain-containing protein At5g47530","GO:0016021,GO:0046872"
100818139,"LOC100818139","GLYMA_08G017900","heavy metal-associated isoprenylated plant protein 39",41900,"MSTRG.14207","t20","up","heavy metal-associated isoprenylated plant protein 39","GO:0046872"
100818944,"LOC100818944","GLYMA_20G133100","BTB/POZ domain-containing protein NPY2",116110,"MSTRG.39176","t20","up","BTB/POZ domain-containing protein NPY2","GO:0009958,GO:0016567"
100819818,"LOC100819818","GLYMA_11G178300","calmodulin-binding receptor-like cytoplasmic kinase 2",65938,"MSTRG.22508","t20","up","calmodulin-binding receptor-like cytoplasmic kinase 2","GO:0005886,GO:0005524,GO:0004674,GO:0006468"
100820369,"LOC100820369","GLYMA_04G225500","protein RESPONSE TO LOW SULFUR 3",22314,"MSTRG.7530","t20","up","protein RESPONSE TO LOW SULFUR 3","GO:0098869"
100820578,"LOC100820578","GLYMA_06G316600","E3 ubiquitin protein ligase RIN2",35359,"MSTRG.11995","t20","up","E3 ubiquitin protein ligase RIN2","GO:0016021,GO:0005886,GO:0043130,GO:0061630,GO:0034052,GO:0006511"
102660194,"LOC102660194","GLYMA_11G163100","senescence associated gene 20",65633,"MSTRG.22443","t20","up","senescence associated gene 20","NA"
102660573,"LOC102660573","GLYMA_12G236500","probable disease resistance protein At1g61300",72324,"MSTRG.24566","t20","up","probable disease resistance protein At1g61300","GO:0043531,GO:0006952"
102661371,"LOC102661371","GLYMA_18G209900v4","protein LURP-one-related 15-like",105931,"MSTRG.35769","t20","up","protein LURP-one-related 15-like","NA"
102662018,"LOC102662018","GLYMA_04G164300","dr1-associated corepressor homolog",20932,"MSTRG.7086","t20","up","dr1-associated corepressor homolog","NA"
102662356,"LOC102662356","GLYMA_10G052800","uncharacterized LOC102662356",56274,"MSTRG.19175","t20","up","uncharacterized LOC102662356","NA"
102664858,"LOC102664858","GLYMA_18G056400","senescence associated gene 20",102902,"MSTRG.34907","t20","up","senescence associated gene 20","NA"
102665230,"LOC102665230","GLYMA_09G098400v4","BTB/POZ and TAZ domain-containing protein 1-like",51320,"MSTRG.17477","t20","up","BTB/POZ and TAZ domain-containing protein 1-like","NA"
106794537,"LOC100809077","","uncharacterized LOC106794537",455,"MSTRG.209","t20","up",NA,NA
106795504,"LOC106795504","GLYMA_13G208700","uncharacterized LOC106795504",77186,"MSTRG.26128","t20","up","uncharacterized LOC106795504","NA"
106799011,"LOC100809371","","callose synthase 10",32569,"MSTRG.11183","t20","up",NA,NA
106799532,"LOC106799532","GLYMA_08G151100","protein QUIRKY-like",44726,"MSTRG.15290","t20","up","protein QUIRKY-like","NA"
112999626,"LOC112999626","GLYMA_15G249800","VQ motif-containing protein 1",91040,"MSTRG.30735","t20","up","VQ motif-containing protein 1","NA"
112999843,"LOC112999843","","small nucleolar RNA snoR145",92190,"MSTRG.31181","t20","up","small nucleolar RNA snoR145","NA"
113001185,"LOC100785433","","TMV resistance protein N-like",118761,"MSTRG.40109","t20","up",NA,NA
NA,".",NA,NA,10129,"MSTRG.3407","t20","up",NA,"NA"
NA,".",NA,NA,112557,"MSTRG.38054","t20","up",NA,"NA"
NA,".",NA,NA,49841,"MSTRG.16974","t20","up",NA,"NA"
NA,".",NA,NA,68101,"MSTRG.23223","t20","up",NA,"NA"
NA,".",NA,NA,2412,"MSTRG.769","t20","up",NA,"NA"
NA,".",NA,NA,51753,"MSTRG.17586","t20","up",NA,"NA"
NA,".",NA,NA,4553,"MSTRG.1521","t20","up",NA,"NA"
NA,".",NA,NA,32731,"MSTRG.11240","t20","up",NA,"NA"
NA,".",NA,NA,8167,"MSTRG.2826","t20","up",NA,"NA"
NA,".",NA,NA,113819,"MSTRG.38502","t20","up",NA,"NA"
NA,".",NA,NA,118443,"MSTRG.40025","t20","up",NA,"NA"
NA,".",NA,NA,86670,"MSTRG.29368","t20","up",NA,"NA"
NA,".",NA,NA,51819,"MSTRG.17600","t20","up",NA,"NA"
NA,".",NA,NA,21488,"MSTRG.7254","t20","up",NA,"NA"
NA,".",NA,NA,43914,"MSTRG.14987","t20","up",NA,"NA"
NA,".",NA,NA,92956,"MSTRG.31488","t20","up",NA,"NA"
NA,".",NA,NA,84062,"MSTRG.28494","t20","up",NA,"NA"
NA,".",NA,NA,11154,"MSTRG.3822","t20","up",NA,"NA"
NA,".",NA,NA,54505,"MSTRG.18541","t20","up",NA,"NA"
NA,".",NA,NA,67156,"MSTRG.22913","t20","up",NA,"NA"
NA,".",NA,NA,79837,"MSTRG.27106","t20","up",NA,"NA"
NA,".",NA,NA,86206,"MSTRG.29194","t20","up",NA,"NA"
NA,".",NA,NA,7076,"MSTRG.2466","t20","up",NA,"NA"
NA,".",NA,NA,45543,"MSTRG.15587","t20","up",NA,"NA"
NA,".",NA,NA,118033,"MSTRG.39884","t20","up",NA,"NA"
NA,".",NA,NA,42777,"MSTRG.14562","t20","up",NA,"NA"
NA,".",NA,NA,83475,"MSTRG.28364","t20","up",NA,"NA"
NA,".",NA,NA,93744,"MSTRG.31682","t20","up",NA,"NA"
NA,".",NA,NA,61158,"MSTRG.20741","t20","up",NA,"NA"
NA,".",NA,NA,42491,"MSTRG.14448","t20","up",NA,"NA"
NA,".",NA,NA,62738,"MSTRG.21341","t20","up",NA,"NA"
NA,".",NA,NA,112724,"MSTRG.38122","t20","up",NA,"NA"
NA,".",NA,NA,41597,"MSTRG.14095","t20","up",NA,"NA"
NA,".",NA,NA,86207,"MSTRG.29194","t20","up",NA,"NA"
NA,".",NA,NA,24923,"MSTRG.8473","t20","up",NA,"NA"
NA,".",NA,NA,30930,"MSTRG.10569","t20","up",NA,"NA"
NA,".",NA,NA,118619,"MSTRG.40078","t20","up",NA,"NA"
NA,".",NA,NA,11725,"MSTRG.4046","t20","up",NA,"NA"
NA,".",NA,NA,83742,"MSTRG.28421","t20","up",NA,"NA"
NA,".",NA,NA,34364,"MSTRG.11665","t20","up",NA,"NA"
NA,".",NA,NA,116211,"MSTRG.39210","t20","up",NA,"NA"
NA,".",NA,NA,80763,"MSTRG.27452","t20","up",NA,"NA"
NA,".",NA,NA,74640,"MSTRG.25203","t20","up",NA,"NA"
NA,".",NA,NA,85410,"MSTRG.28904","t20","up",NA,"NA"
NA,".",NA,NA,5200,"MSTRG.1757","t20","up",NA,"NA"
NA,".",NA,NA,98147,"MSTRG.33275","t20","up",NA,"NA"
NA,".",NA,NA,64473,"MSTRG.22062","t20","up",NA,"NA"
NA,".",NA,NA,102034,"MSTRG.34572","t20","up",NA,"NA"
NA,".",NA,NA,113983,"MSTRG.38542","t20","up",NA,"NA"
NA,".",NA,NA,4807,"MSTRG.1609","t20","up",NA,"NA"
NA,".",NA,NA,27922,"MSTRG.9427","t20","up",NA,"NA"
NA,".",NA,NA,86671,"MSTRG.29368","t20","up",NA,"NA"
NA,".",NA,NA,36004,"MSTRG.12213","t20","up",NA,"NA"
NA,".",NA,NA,52656,"MSTRG.17836","t20","up",NA,"NA"
NA,".",NA,NA,39851,"MSTRG.13444","t20","up",NA,"NA"
NA,".",NA,NA,66576,"MSTRG.22686","t20","up",NA,"NA"
NA,".",NA,NA,82345,"MSTRG.28016","t20","up",NA,"NA"
NA,".",NA,NA,68677,"MSTRG.23432","t20","up",NA,"NA"
NA,".",NA,NA,74485,"MSTRG.25145","t20","up",NA,"NA"
NA,".",NA,NA,18522,"MSTRG.6402","t20","up",NA,"NA"
NA,".",NA,NA,86931,"MSTRG.29454","t20","up",NA,"NA"
NA,".",NA,NA,89763,"MSTRG.30444","t20","up",NA,"NA"
NA,".",NA,NA,117262,"MSTRG.39593","t20","up",NA,"NA"
NA,".",NA,NA,62316,"MSTRG.21183","t20","up",NA,"NA"
NA,".",NA,NA,40170,"MSTRG.13569","t20","up",NA,"NA"
NA,".",NA,NA,69100,"MSTRG.23574","t20","up",NA,"NA"
NA,".",NA,NA,87312,"MSTRG.29605","t20","up",NA,"NA"
NA,".",NA,NA,78199,"MSTRG.26504","t20","up",NA,"NA"
NA,".",NA,NA,39077,"MSTRG.13243","t20","up",NA,"NA"
NA,".",NA,NA,29414,"MSTRG.10000","t20","up",NA,"NA"
NA,".",NA,NA,101128,"MSTRG.34221","t20","up",NA,"NA"
NA,".",NA,NA,10230,"MSTRG.3451","t20","up",NA,"NA"
NA,".",NA,NA,61902,"MSTRG.21023","t20","up",NA,"NA"
NA,".",NA,NA,87009,"MSTRG.29478","t20","up",NA,"NA"
NA,".",NA,NA,56839,"MSTRG.19358","t20","up",NA,"NA"
NA,".",NA,NA,20250,"MSTRG.6935","t20","up",NA,"NA"
NA,".",NA,NA,41894,"MSTRG.14204","t20","up",NA,"NA"
NA,".",NA,NA,108140,"MSTRG.36581","t20","up",NA,"NA"
NA,".",NA,NA,82758,"MSTRG.28183","t20","up",NA,"NA"
NA,".",NA,NA,22553,"MSTRG.7619","t20","up",NA,"NA"
NA,".",NA,NA,67887,"MSTRG.23159","t20","up",NA,"NA"
NA,".",NA,NA,36611,"MSTRG.12429","t20","up",NA,"NA"
NA,".",NA,NA,44885,"MSTRG.15345","t20","up",NA,"NA"
NA,".",NA,NA,96030,"MSTRG.32423","t20","up",NA,"NA"
NA,".",NA,NA,32085,"MSTRG.11007","t20","up",NA,"NA"
NA,".",NA,NA,97340,"MSTRG.32969","t20","up",NA,"NA"
NA,".",NA,NA,587,"MSTRG.256","t20","up",NA,"NA"
NA,".",NA,NA,1467,"MSTRG.543","t20","up",NA,"NA"
NA,".",NA,NA,22229,"MSTRG.7496","t20","up",NA,"NA"
NA,".",NA,NA,11828,"MSTRG.4086","t20","up",NA,"NA"
NA,".",NA,NA,37837,"MSTRG.12885","t20","up",NA,"NA"
NA,".",NA,NA,365,"MSTRG.155","t20","up",NA,"NA"
NA,".",NA,NA,92958,"MSTRG.31488","t20","up",NA,"NA"
NA,".",NA,NA,29497,"MSTRG.10029","t20","up",NA,"NA"
NA,".",NA,NA,90560,"MSTRG.30621","t20","up",NA,"NA"
NA,".",NA,NA,111791,"MSTRG.37726","t20","up",NA,"NA"
NA,".",NA,NA,42261,"MSTRG.14361","t20","up",NA,"NA"
NA,".",NA,NA,16980,"MSTRG.5801","t20","up",NA,"NA"
NA,".",NA,NA,92955,"MSTRG.31488","t20","up",NA,"NA"
NA,".",NA,NA,30619,"MSTRG.10447","t20","up",NA,"NA"
NA,".",NA,NA,88929,"MSTRG.30236","t20","up",NA,"NA"
NA,".",NA,NA,91341,"MSTRG.30843","t20","up",NA,"NA"
NA,".",NA,NA,3627,"MSTRG.1132","t20","up",NA,"NA"
NA,".",NA,NA,96341,"MSTRG.32539","t20","up",NA,"NA"
NA,".",NA,NA,8523,"MSTRG.2956","t20","up",NA,"NA"
NA,".",NA,NA,52739,"MSTRG.17859","t20","up",NA,"NA"
NA,".",NA,NA,98003,"MSTRG.33218","t20","up",NA,"NA"
NA,".",NA,NA,82178,"MSTRG.27972","t20","up",NA,"NA"
NA,".",NA,NA,11662,"MSTRG.4028","t20","up",NA,"NA"
NA,".",NA,NA,107352,"MSTRG.36304","t20","up",NA,"NA"
NA,".",NA,NA,79839,"MSTRG.27106","t20","up",NA,"NA"
NA,".",NA,NA,67216,"MSTRG.22929","t20","up",NA,"NA"
NA,".",NA,NA,2694,"MSTRG.845","t20","up",NA,"NA"
NA,".",NA,NA,54627,"MSTRG.18595","t20","up",NA,"NA"
NA,".",NA,NA,34242,"MSTRG.11643","t20","up",NA,"NA"
NA,".",NA,NA,91821,"MSTRG.31026","t20","up",NA,"NA"
NA,".",NA,NA,50772,"MSTRG.17324","t20","up",NA,"NA"
NA,".",NA,NA,115715,"MSTRG.39039","t20","up",NA,"NA"
NA,".",NA,NA,93783,"MSTRG.31689","t20","up",NA,"NA"
NA,".",NA,NA,59680,"MSTRG.20186","t20","up",NA,"NA"
NA,".",NA,NA,117749,"MSTRG.39768","t20","up",NA,"NA"
NA,".",NA,NA,60178,"MSTRG.20370","t20","up",NA,"NA"
NA,".",NA,NA,84235,"MSTRG.28539","t20","up",NA,"NA"
NA,".",NA,NA,85053,"MSTRG.28779","t20","up",NA,"NA"
NA,".",NA,NA,98249,"MSTRG.33303","t20","up",NA,"NA"
NA,".",NA,NA,65143,"MSTRG.22283","t20","up",NA,"NA"
