"","uid","gene_name","alias","desc","id","gene_id","group","expression","GENENAME","GO"
"149",100807570,"LOC100807570","GLYMA_20G224700","transcription factor UNE12",118041,"MSTRG.39887","t20","up","transcription factor UNE12","GO:0005634,GO:0000981,GO:0046983,GO:0000978,GO:0006357"
"150",100807677,"LOC100807677","GLYMA_18G017500","uncharacterized LOC100807677",102122,"MSTRG.34607","t20","up","uncharacterized LOC100807677",NA
"151",100808791,"LOC100808791","GLYMA_12G042400","glucose-1-phosphate adenylyltransferase large subunit 1",68338,"MSTRG.23308","t20","up","glucose-1-phosphate adenylyltransferase large subunit 1","GO:0009507,GO:0005524,GO:0008878,GO:0005978,GO:0019252"
"152",100809258,"LOC100809258","GLYMA_02G195400","syntaxin-121",9570,"MSTRG.3213","t20","up","syntaxin-121","GO:0012505,GO:0016021,GO:0005886,GO:0031201,GO:0005484,GO:0000149,GO:0006887,GO:0006886,GO:0048278,GO:0006906"
"153",100809557,"LOC100809557","GLYMA_13G069800","senescence-associated carboxylesterase 101",74126,"MSTRG.25028","t20","up","senescence-associated carboxylesterase 101","GO:0005634,GO:0052689,GO:0006952,GO:0006629"
"154",100809749,"LOC100809749","GLYMA_07G121900","putative ABC transporter C family member 15",38244,"MSTRG.12991","t20","up","putative ABC transporter C family member 15","GO:0016021,GO:0016020,GO:0140359,GO:0005524,GO:0042626,GO:0055085"
"155",100809943,"LOC100809943","GLYMA_08G364000","T-complex protein 1 subunit zeta 1",49217,"MSTRG.16759","t20","up","T-complex protein 1 subunit zeta 1","GO:0005832,GO:0005524,GO:0016887,GO:0051082,GO:0006457"
"156",100810127,"LOC100810127","GLYMA_08G150800","uroporphyrinogen-III C-methyltransferase",44725,"MSTRG.15289","t20","up","uroporphyrinogen-III C-methyltransferase",NA
"157",100810277,"LOC100810277","GLYMA_07G139400","non-specific lipid transfer protein GPI-anchored 5",38617,"MSTRG.13132","t20","up","non-specific lipid transfer protein GPI-anchored 5","GO:0005504,GO:0009627"
"158",100810449,"LOC100810449","GLYMA_07G190100","F-box protein At1g61340",39703,"MSTRG.13397","t20","up","F-box protein At1g61340",NA
"159",100810609,"LOC100810609","GLYMA_06G067200","adenine phosphoribosyltransferase 2-like",30140,"MSTRG.10280","t20","up","adenine phosphoribosyltransferase 2-like","GO:0005737,GO:0003999,GO:0006168,GO:0044209,GO:0006166"
"160",100811437,"LOC100811437","GLYMA_04G053300","aminopeptidase M1",18500,"MSTRG.6394","t20","up","aminopeptidase M1","GO:0043231,GO:0016020,GO:0004177,GO:0008237,GO:0008270,GO:0005737,GO:0070006,GO:0042277,GO:0043171,GO:0006508"
"161",100811455,"LOC100811455","GLYMA_12G181100","GABA transporter 1",71276,"MSTRG.24159","t20","up","GABA transporter 1","GO:0016021,GO:0005886,GO:0015293,GO:0006865,GO:0009734"
"162",100811514,"LOC100811514","GLYMA_14G111800","aspartate aminotransferase P2, mitochondrial",83181,"MSTRG.28301","t20","up","aspartate aminotransferase P2, mitochondrial","GO:0004069,GO:0030170,GO:0009058,GO:0006520"
"163",100811537,"LOC100811537","GLYMA_15G200600","probable flavin-containing monooxygenase 1",89859,"MSTRG.30465","t20","up","probable flavin-containing monooxygenase 1","GO:0050660,GO:0004499,GO:0050661"
"164",100812131,"LOC100812131","GLYMA_18G271500","receptor-like protein kinase ANXUR2",107081,"MSTRG.36201","t20","up","receptor-like protein kinase ANXUR2","GO:0005886,GO:0005524,GO:0004672,GO:0046777"
"165",100812261,"LOC100812261","GLYMA_16G111700","glutamate receptor 3.6",93940,"MSTRG.31731","t20","up","glutamate receptor 3.6","GO:0016021,GO:0005886,GO:0015276,GO:0038023"
"166",100812481,"LOC100812481","GLYMA_02G296600","zinc finger CCCH domain-containing protein 29",11556,"MSTRG.3979","t20","up","zinc finger CCCH domain-containing protein 29","GO:0046872,GO:0060255,GO:0051171,GO:0080090"
"167",100812612,"LOC100812612","GLYMA_07G098500","heavy metal-associated isoprenylated plant protein 47",37727,"MSTRG.12838","t20","up","heavy metal-associated isoprenylated plant protein 47",NA
"168",100813471,"LOC100813471","GLYMA_13G084000","putative nitrate reductase 1",74396,"MSTRG.25115","t20","up","putative nitrate reductase 1",NA
"169",100813492,"LOC100813492","GLYMA_07G057900","jasmonoyl--L-amino acid synthetase JAR4",36900,"MSTRG.12541","t20","up","jasmonoyl--L-amino acid synthetase JAR4","GO:0005737,GO:0016881"
"170",100813627,"LOC100813627","GLYMA_12G215000","thioredoxin-like protein CXXS1-like",71946,"MSTRG.24422","t20","up","thioredoxin-like protein CXXS1-like",NA
"171",100813636,"LOC100813636","GLYMA_05G168400","ferredoxin-A",26998,"MSTRG.9103","t20","up","ferredoxin-A","GO:0009507,GO:0051537,GO:0009055,GO:0046872"
"172",100813653,"LOC100813653","GLYMA_06G139300","protein RESPONSE TO LOW SULFUR 3",31765,"MSTRG.10891","t20","up","protein RESPONSE TO LOW SULFUR 3","GO:0098869"
"173",100813901,"LOC100813901","GLYMA_09G208200","cellulose synthase-like protein D3",53437,"MSTRG.18139","t20","up","cellulose synthase-like protein D3","GO:0016021,GO:0005886,GO:0016760,GO:0051753,GO:0030244,GO:0009833"
"174",100814253,"LOC100814253","GLYMA_01G178500","calcium uniporter protein 2, mitochondrial",3963,"MSTRG.1277","t20","up","calcium uniporter protein 2, mitochondrial","GO:0031305,GO:1990246,GO:0005262,GO:0015292,GO:0036444,GO:0051560"
"175",100814727,"LOC100814727","GLYMA_13G344700","B-box zinc finger protein",80103,"MSTRG.27192","t20","up","B-box zinc finger protein","GO:0008270"
"176",100815312,"LOC100815312","GLYMA_17G230600","probable protein phosphatase 2C 72",101097,"MSTRG.34209","t20","up","probable protein phosphatase 2C 72","GO:0005829,GO:0005634,GO:0016791"
"177",100815501,"LOC100815501","GLYMA_09G209400","diacylglycerol lipase-beta",53450,"MSTRG.18146","t20","up","diacylglycerol lipase-beta","GO:0006629"
"178",100815718,"LOC100815718","GLYMA_11G245000","ultraviolet-B receptor UVR8",67081,"MSTRG.22883","t20","up","ultraviolet-B receptor UVR8",NA
"179",100815756,"LOC100815756","GLYMA_05G169100","11S globulin seed storage protein 1",27012,"MSTRG.9108","t20","up","11S globulin seed storage protein 1","GO:0005783,GO:0000326,GO:0045735"
"180",100815770,"LOC100815770","GLYMA_06G075500","ubiquitin carboxyl-terminal hydrolase 26",30339,"MSTRG.10347","t20","up","ubiquitin carboxyl-terminal hydrolase 26","GO:0005634,GO:0004197,GO:0004843,GO:0016579,GO:0006511"
"181",100816232,"LOC100816232","GLYMA_18G236700","probable polygalacturonase",106443,"MSTRG.35952","t20","up","probable polygalacturonase","GO:0004650,GO:0005975"
"182",100817267,"LOC100817267","GLYMA_09G246600","probably inactive leucine-rich repeat receptor-like protein kinase At5g48380",54215,"MSTRG.18423","t20","up","probably inactive leucine-rich repeat receptor-like protein kinase At5g48380","GO:0016021,GO:0005524,GO:0004672"
"183",100818119,"LOC100818119","GLYMA_15G115600","cytochrome b561 and DOMON domain-containing protein At5g47530",88166,"MSTRG.29940","t20","up","cytochrome b561 and DOMON domain-containing protein At5g47530","GO:0016021,GO:0046872"
"184",100818139,"LOC100818139","GLYMA_08G017900","heavy metal-associated isoprenylated plant protein 39",41900,"MSTRG.14207","t20","up","heavy metal-associated isoprenylated plant protein 39","GO:0046872"
"185",100818944,"LOC100818944","GLYMA_20G133100","BTB/POZ domain-containing protein NPY2",116110,"MSTRG.39176","t20","up","BTB/POZ domain-containing protein NPY2","GO:0009958,GO:0016567"
"186",100819818,"LOC100819818","GLYMA_11G178300","calmodulin-binding receptor-like cytoplasmic kinase 2",65938,"MSTRG.22508","t20","up","calmodulin-binding receptor-like cytoplasmic kinase 2","GO:0005886,GO:0005524,GO:0004674,GO:0006468"
"187",100820369,"LOC100820369","GLYMA_04G225500","protein RESPONSE TO LOW SULFUR 3",22314,"MSTRG.7530","t20","up","protein RESPONSE TO LOW SULFUR 3","GO:0098869"
"188",100820578,"LOC100820578","GLYMA_06G316600","E3 ubiquitin protein ligase RIN2",35359,"MSTRG.11995","t20","up","E3 ubiquitin protein ligase RIN2","GO:0016021,GO:0005886,GO:0043130,GO:0061630,GO:0034052,GO:0006511"
"189",102660194,"LOC102660194","GLYMA_11G163100","senescence associated gene 20",65633,"MSTRG.22443","t20","up","senescence associated gene 20",NA
"190",102660573,"LOC102660573","GLYMA_12G236500","probable disease resistance protein At1g61300",72324,"MSTRG.24566","t20","up","probable disease resistance protein At1g61300","GO:0043531,GO:0006952"
"191",102661371,"LOC102661371","GLYMA_18G209900v4","protein LURP-one-related 15-like",105931,"MSTRG.35769","t20","up","protein LURP-one-related 15-like",NA
"192",102662018,"LOC102662018","GLYMA_04G164300","dr1-associated corepressor homolog",20932,"MSTRG.7086","t20","up","dr1-associated corepressor homolog",NA
"193",102662356,"LOC102662356","GLYMA_10G052800","uncharacterized LOC102662356",56274,"MSTRG.19175","t20","up","uncharacterized LOC102662356",NA
"194",102664858,"LOC102664858","GLYMA_18G056400","senescence associated gene 20",102902,"MSTRG.34907","t20","up","senescence associated gene 20",NA
"195",102665230,"LOC102665230","GLYMA_09G098400v4","BTB/POZ and TAZ domain-containing protein 1-like",51320,"MSTRG.17477","t20","up","BTB/POZ and TAZ domain-containing protein 1-like",NA
"196",106794537,"LOC100809077","","uncharacterized LOC106794537",455,"MSTRG.209","t20","up",NA,NA
"197",106795504,"LOC106795504","GLYMA_13G208700","uncharacterized LOC106795504",77186,"MSTRG.26128","t20","up","uncharacterized LOC106795504",NA
"198",106799011,"LOC100809371","","callose synthase 10",32569,"MSTRG.11183","t20","up",NA,NA
"199",106799532,"LOC106799532","GLYMA_08G151100","protein QUIRKY-like",44726,"MSTRG.15290","t20","up","protein QUIRKY-like",NA
"200",112999626,"LOC112999626","GLYMA_15G249800","VQ motif-containing protein 1",91040,"MSTRG.30735","t20","up","VQ motif-containing protein 1",NA
"201",112999843,"LOC112999843","","small nucleolar RNA snoR145",92190,"MSTRG.31181","t20","up","small nucleolar RNA snoR145",NA
"202",113001185,"LOC100785433","","TMV resistance protein N-like",118761,"MSTRG.40109","t20","up",NA,NA
"203",NA,".",NA,NA,10129,"MSTRG.3407","t20","up",NA,NA
"204",NA,".",NA,NA,112557,"MSTRG.38054","t20","up",NA,NA
"205",NA,".",NA,NA,49841,"MSTRG.16974","t20","up",NA,NA
"206",NA,".",NA,NA,68101,"MSTRG.23223","t20","up",NA,NA
"207",NA,".",NA,NA,2412,"MSTRG.769","t20","up",NA,NA
"208",NA,".",NA,NA,51753,"MSTRG.17586","t20","up",NA,NA
"209",NA,".",NA,NA,4553,"MSTRG.1521","t20","up",NA,NA
"210",NA,".",NA,NA,32731,"MSTRG.11240","t20","up",NA,NA
"211",NA,".",NA,NA,8167,"MSTRG.2826","t20","up",NA,NA
"212",NA,".",NA,NA,113819,"MSTRG.38502","t20","up",NA,NA
"213",NA,".",NA,NA,118443,"MSTRG.40025","t20","up",NA,NA
"214",NA,".",NA,NA,86670,"MSTRG.29368","t20","up",NA,NA
"215",NA,".",NA,NA,51819,"MSTRG.17600","t20","up",NA,NA
"216",NA,".",NA,NA,21488,"MSTRG.7254","t20","up",NA,NA
"217",NA,".",NA,NA,43914,"MSTRG.14987","t20","up",NA,NA
"218",NA,".",NA,NA,92956,"MSTRG.31488","t20","up",NA,NA
"219",NA,".",NA,NA,84062,"MSTRG.28494","t20","up",NA,NA
"220",NA,".",NA,NA,11154,"MSTRG.3822","t20","up",NA,NA
"221",NA,".",NA,NA,54505,"MSTRG.18541","t20","up",NA,NA
"222",NA,".",NA,NA,67156,"MSTRG.22913","t20","up",NA,NA
"223",NA,".",NA,NA,79837,"MSTRG.27106","t20","up",NA,NA
"224",NA,".",NA,NA,86206,"MSTRG.29194","t20","up",NA,NA
"225",NA,".",NA,NA,7076,"MSTRG.2466","t20","up",NA,NA
"226",NA,".",NA,NA,45543,"MSTRG.15587","t20","up",NA,NA
"227",NA,".",NA,NA,118033,"MSTRG.39884","t20","up",NA,NA
"228",NA,".",NA,NA,42777,"MSTRG.14562","t20","up",NA,NA
"229",NA,".",NA,NA,83475,"MSTRG.28364","t20","up",NA,NA
"230",NA,".",NA,NA,93744,"MSTRG.31682","t20","up",NA,NA
"231",NA,".",NA,NA,61158,"MSTRG.20741","t20","up",NA,NA
"232",NA,".",NA,NA,42491,"MSTRG.14448","t20","up",NA,NA
"233",NA,".",NA,NA,62738,"MSTRG.21341","t20","up",NA,NA
"234",NA,".",NA,NA,112724,"MSTRG.38122","t20","up",NA,NA
"235",NA,".",NA,NA,41597,"MSTRG.14095","t20","up",NA,NA
"236",NA,".",NA,NA,86207,"MSTRG.29194","t20","up",NA,NA
"237",NA,".",NA,NA,24923,"MSTRG.8473","t20","up",NA,NA
"238",NA,".",NA,NA,30930,"MSTRG.10569","t20","up",NA,NA
"239",NA,".",NA,NA,118619,"MSTRG.40078","t20","up",NA,NA
"240",NA,".",NA,NA,11725,"MSTRG.4046","t20","up",NA,NA
"241",NA,".",NA,NA,83742,"MSTRG.28421","t20","up",NA,NA
"242",NA,".",NA,NA,34364,"MSTRG.11665","t20","up",NA,NA
"243",NA,".",NA,NA,116211,"MSTRG.39210","t20","up",NA,NA
"244",NA,".",NA,NA,80763,"MSTRG.27452","t20","up",NA,NA
"245",NA,".",NA,NA,74640,"MSTRG.25203","t20","up",NA,NA
"246",NA,".",NA,NA,85410,"MSTRG.28904","t20","up",NA,NA
"247",NA,".",NA,NA,5200,"MSTRG.1757","t20","up",NA,NA
"248",NA,".",NA,NA,98147,"MSTRG.33275","t20","up",NA,NA
"249",NA,".",NA,NA,64473,"MSTRG.22062","t20","up",NA,NA
"250",NA,".",NA,NA,102034,"MSTRG.34572","t20","up",NA,NA
"251",NA,".",NA,NA,113983,"MSTRG.38542","t20","up",NA,NA
"252",NA,".",NA,NA,4807,"MSTRG.1609","t20","up",NA,NA
"253",NA,".",NA,NA,27922,"MSTRG.9427","t20","up",NA,NA
"254",NA,".",NA,NA,86671,"MSTRG.29368","t20","up",NA,NA
"255",NA,".",NA,NA,36004,"MSTRG.12213","t20","up",NA,NA
"256",NA,".",NA,NA,52656,"MSTRG.17836","t20","up",NA,NA
"257",NA,".",NA,NA,39851,"MSTRG.13444","t20","up",NA,NA
"258",NA,".",NA,NA,66576,"MSTRG.22686","t20","up",NA,NA
"259",NA,".",NA,NA,82345,"MSTRG.28016","t20","up",NA,NA
"260",NA,".",NA,NA,68677,"MSTRG.23432","t20","up",NA,NA
"261",NA,".",NA,NA,74485,"MSTRG.25145","t20","up",NA,NA
"262",NA,".",NA,NA,18522,"MSTRG.6402","t20","up",NA,NA
"263",NA,".",NA,NA,86931,"MSTRG.29454","t20","up",NA,NA
"264",NA,".",NA,NA,89763,"MSTRG.30444","t20","up",NA,NA
"265",NA,".",NA,NA,117262,"MSTRG.39593","t20","up",NA,NA
"266",NA,".",NA,NA,62316,"MSTRG.21183","t20","up",NA,NA
"267",NA,".",NA,NA,40170,"MSTRG.13569","t20","up",NA,NA
"268",NA,".",NA,NA,69100,"MSTRG.23574","t20","up",NA,NA
"269",NA,".",NA,NA,87312,"MSTRG.29605","t20","up",NA,NA
"270",NA,".",NA,NA,78199,"MSTRG.26504","t20","up",NA,NA
"271",NA,".",NA,NA,39077,"MSTRG.13243","t20","up",NA,NA
"272",NA,".",NA,NA,29414,"MSTRG.10000","t20","up",NA,NA
"273",NA,".",NA,NA,101128,"MSTRG.34221","t20","up",NA,NA
"274",NA,".",NA,NA,10230,"MSTRG.3451","t20","up",NA,NA
"275",NA,".",NA,NA,61902,"MSTRG.21023","t20","up",NA,NA
"276",NA,".",NA,NA,87009,"MSTRG.29478","t20","up",NA,NA
"277",NA,".",NA,NA,56839,"MSTRG.19358","t20","up",NA,NA
"278",NA,".",NA,NA,20250,"MSTRG.6935","t20","up",NA,NA
"279",NA,".",NA,NA,41894,"MSTRG.14204","t20","up",NA,NA
"280",NA,".",NA,NA,108140,"MSTRG.36581","t20","up",NA,NA
"281",NA,".",NA,NA,82758,"MSTRG.28183","t20","up",NA,NA
"282",NA,".",NA,NA,22553,"MSTRG.7619","t20","up",NA,NA
"283",NA,".",NA,NA,67887,"MSTRG.23159","t20","up",NA,NA
"284",NA,".",NA,NA,36611,"MSTRG.12429","t20","up",NA,NA
"285",NA,".",NA,NA,44885,"MSTRG.15345","t20","up",NA,NA
"286",NA,".",NA,NA,96030,"MSTRG.32423","t20","up",NA,NA
"287",NA,".",NA,NA,32085,"MSTRG.11007","t20","up",NA,NA
"288",NA,".",NA,NA,97340,"MSTRG.32969","t20","up",NA,NA
"289",NA,".",NA,NA,587,"MSTRG.256","t20","up",NA,NA
"290",NA,".",NA,NA,1467,"MSTRG.543","t20","up",NA,NA
"291",NA,".",NA,NA,22229,"MSTRG.7496","t20","up",NA,NA
"292",NA,".",NA,NA,11828,"MSTRG.4086","t20","up",NA,NA
"293",NA,".",NA,NA,37837,"MSTRG.12885","t20","up",NA,NA
"294",NA,".",NA,NA,365,"MSTRG.155","t20","up",NA,NA
"295",NA,".",NA,NA,92958,"MSTRG.31488","t20","up",NA,NA
"296",NA,".",NA,NA,29497,"MSTRG.10029","t20","up",NA,NA
"297",NA,".",NA,NA,90560,"MSTRG.30621","t20","up",NA,NA
"298",NA,".",NA,NA,111791,"MSTRG.37726","t20","up",NA,NA
"299",NA,".",NA,NA,42261,"MSTRG.14361","t20","up",NA,NA
"300",NA,".",NA,NA,16980,"MSTRG.5801","t20","up",NA,NA
"301",NA,".",NA,NA,92955,"MSTRG.31488","t20","up",NA,NA
"302",NA,".",NA,NA,30619,"MSTRG.10447","t20","up",NA,NA
"303",NA,".",NA,NA,88929,"MSTRG.30236","t20","up",NA,NA
"304",NA,".",NA,NA,91341,"MSTRG.30843","t20","up",NA,NA
"305",NA,".",NA,NA,3627,"MSTRG.1132","t20","up",NA,NA
"306",NA,".",NA,NA,96341,"MSTRG.32539","t20","up",NA,NA
"307",NA,".",NA,NA,8523,"MSTRG.2956","t20","up",NA,NA
"308",NA,".",NA,NA,52739,"MSTRG.17859","t20","up",NA,NA
"309",NA,".",NA,NA,98003,"MSTRG.33218","t20","up",NA,NA
"310",NA,".",NA,NA,82178,"MSTRG.27972","t20","up",NA,NA
"311",NA,".",NA,NA,11662,"MSTRG.4028","t20","up",NA,NA
"312",NA,".",NA,NA,107352,"MSTRG.36304","t20","up",NA,NA
"313",NA,".",NA,NA,79839,"MSTRG.27106","t20","up",NA,NA
"314",NA,".",NA,NA,67216,"MSTRG.22929","t20","up",NA,NA
"315",NA,".",NA,NA,2694,"MSTRG.845","t20","up",NA,NA
"316",NA,".",NA,NA,54627,"MSTRG.18595","t20","up",NA,NA
"317",NA,".",NA,NA,34242,"MSTRG.11643","t20","up",NA,NA
"318",NA,".",NA,NA,91821,"MSTRG.31026","t20","up",NA,NA
"319",NA,".",NA,NA,50772,"MSTRG.17324","t20","up",NA,NA
"320",NA,".",NA,NA,115715,"MSTRG.39039","t20","up",NA,NA
"321",NA,".",NA,NA,93783,"MSTRG.31689","t20","up",NA,NA
"322",NA,".",NA,NA,59680,"MSTRG.20186","t20","up",NA,NA
"323",NA,".",NA,NA,117749,"MSTRG.39768","t20","up",NA,NA
"324",NA,".",NA,NA,60178,"MSTRG.20370","t20","up",NA,NA
"325",NA,".",NA,NA,84235,"MSTRG.28539","t20","up",NA,NA
"326",NA,".",NA,NA,85053,"MSTRG.28779","t20","up",NA,NA
"327",NA,".",NA,NA,98249,"MSTRG.33303","t20","up",NA,NA
"328",NA,".",NA,NA,65143,"MSTRG.22283","t20","up",NA,NA
"329",547619,"SHOOT2","GLYMA_19G190000","SHOOT2 protein",111713,"MSTRG.37698","t20","down",NA,NA
"330",837387,"PPCK2","AT1G08650, ATPPCK1, PHOSPHOENOLPYRUVATE CARBOXYLASE KINASE, PHOSPHOENOLPYRUVATE CARBOXYLASE KINASE 1, phosphoenolpyruvate carboxylase kinase 1","phosphoenolpyruvate carboxylase kinase 1",117994,"MSTRG.39869","t20","down",NA,NA
"331",852871,"BOR2","YGL013C, AMY1, ANT1, BOR2, CYH3, NRA2, SMR2, TIL1, TPE1, TPE3","drug-responsive transcription factor PDR1",32734,"MSTRG.11240","t20","down",NA,NA
"332",100037478,"SACPD-C","GLYMA_14G121400, FAB2.3","stearoyl-ACP desaturase",84260,"MSTRG.28545","t20","down",NA,NA
"333",100101876,"BZIP71","GLYMA_06G040400","transcription factor bZIP71",29611,"MSTRG.10076","t20","down",NA,NA
"334",100305477,"LOC100305477","GLYMA_03G180700","V-type proton ATPase subunit G-like protein",15631,"MSTRG.5257","t20","down",NA,NA
"335",100305771,"LOC100305771","GLYMA_13G301400","uncharacterized LOC100305771",79118,"MSTRG.26861","t20","down",NA,NA
"336",100306090,"LOC100306090","GLYMA_11G098100","uncharacterized LOC100306090",63621,"MSTRG.21723","t20","down",NA,NA
"337",100306683,"LOC100306683","GLYMA_17G117200","uncharacterized LOC100306683",98598,"MSTRG.33448","t20","down",NA,NA
"338",100500345,"LOC100500345","GLYMA_11G235000","uncharacterized LOC100500345",66827,"MSTRG.22804","t20","down",NA,NA
"339",100500459,"LOC100500459","GLYMA_05G068500v4","FCS-like zinc-finger domain-containing protein",24704,"MSTRG.8424","t20","down",NA,NA
"340",100527371,"LOC100527371","GLYMA_19G213100","uncharacterized LOC100527371",112231,"MSTRG.37911","t20","down",NA,NA
"341",100527721,"LOC100527721","GLYMA_11G060500","uncharacterized LOC100527721",62912,"MSTRG.21415","t20","down",NA,NA
"342",100775182,"LOC100775182","GLYMA_08G004800","alcohol dehydrogenase",41598,"MSTRG.14095","t20","down",NA,NA
"343",100775486,"LOC100775486","GLYMA_05G048500","zinc finger protein SHOOT GRAVITROPISM 5",24234,"MSTRG.8279","t20","down",NA,NA
"344",100775553,"LOC100775553","GLYMA_08G175400","nicotianamine synthase",45226,"MSTRG.15473","t20","down",NA,NA
"345",100776345,"LOC100776345","GLYMA_03G178000","40S ribosomal protein S23-like",15558,"MSTRG.5231","t20","down",NA,NA
"346",100777720,"LOC100777720","GLYMA_10G057800","uncharacterized LOC100777720",56345,"MSTRG.19204","t20","down",NA,NA
"347",100778024,"LOC100778024","GLYMA_14G096700","glutaredoxin-C6",82834,"MSTRG.28212","t20","down",NA,NA
"348",100779051,"LOC100779051","GLYMA_05G009000","early nodulin-93",23377,"MSTRG.7963","t20","down",NA,NA
"349",100779467,"LOC100779467","GLYMA_16G062000","kelch repeat-containing protein At3g27220",92815,"MSTRG.31444","t20","down",NA,NA
"350",100779626,"LOC100779626","GLYMA_15G152000","ethylene-responsive transcription factor RAP2-3",88810,"MSTRG.30195","t20","down",NA,NA
"351",100781661,"LOC100781661","GLYMA_02G287000","peroxisomal and mitochondrial division factor 2",11363,"MSTRG.3902","t20","down",NA,NA
"352",100782328,"LOC100782328","GLYMA_15G039700","ubiquitin-conjugating enzyme E2 7",86632,"MSTRG.29351","t20","down",NA,NA
"353",100783168,"ALMT34","GLYMA_20G216800, GmALMT34","aluminum-activated malate transporter family protein",117859,"MSTRG.39820","t20","down",NA,NA
"354",100783654,"LOC100783654","GLYMA_03G026000","uncharacterized LOC100783654",12357,"MSTRG.4272","t20","down",NA,NA
"355",100784666,"LOC100784666","GLYMA_01G061500","serine/threonine-protein kinase dst1",1464,"MSTRG.543","t20","down",NA,NA
"356",100786490,"LOC100786490","GLYMA_19G046300","LOB domain-containing protein 41",108696,"MSTRG.36736","t20","down",NA,NA
"357",100788955,"LOC100788955","GLYMA_10G295400","2-isopropylmalate synthase 2, chloroplastic",61527,"MSTRG.20891","t20","down",NA,NA
"358",100790297,"LOC100790297","GLYMA_14G131300","glucan endo-1,3-beta-glucosidase 5",83476,"MSTRG.28364","t20","down",NA,NA
"359",100791586,"LOC100791586","GLYMA_02G149900","RNA demethylase ALKBH10B",8538,"MSTRG.2963","t20","down",NA,NA
"360",100792961,"LOC100792961","GLYMA_01G208600","uncharacterized LOC100792961",4548,"MSTRG.1521","t20","down",NA,NA
"361",100794625,"LOC100794625","GLYMA_20G125000","uncharacterized LOC100794625",115944,"MSTRG.39108","t20","down","uncharacterized LOC100794625","GO:0016021"
"362",100794816,"LOC100794816","GLYMA_05G222400","1-aminocyclopropane-1-carboxylate oxidase 1",28172,"MSTRG.9531","t20","down",NA,NA
"363",100794894,"LOC100794894","GLYMA_09G069000","MOB kinase activator-like 1A",50770,"MSTRG.17324","t20","down",NA,NA
"364",100796006,"LOC100796006","GLYMA_11G104500","ADP-ribosylation factor GTPase-activating protein AGD2",63799,"MSTRG.21779","t20","down",NA,NA
"365",100796470,"LOC100796470","GLYMA_17G008400","E3 ubiquitin-protein ligase UPL5",96307,"MSTRG.32520","t20","down",NA,NA
"366",100796676,"LOC100796676","GLYMA_10G083500","uncharacterized LOC100796676",56842,"MSTRG.19358","t20","down",NA,NA
"367",100798019,"LOC100798019","GLYMA_06G134900","small heat shock protein, chloroplastic-like",31651,"MSTRG.10846","t20","down",NA,NA
"368",100798340,"LOC100798340","GLYMA_12G109500","probable protein phosphatase 2C 52",69688,"MSTRG.23780","t20","down",NA,NA
"369",100798755,"LOC100798755","GLYMA_08G182900","WAT1-related protein At1g68170",45371,"MSTRG.15536","t20","down",NA,NA
"370",100799771,"LOC100799771","GLYMA_06G121500","transcriptional corepressor SEUSS",31354,"MSTRG.10739","t20","down",NA,NA
"371",100800060,"LOC100800060","GLYMA_03G116200","hydroquinone glucosyltransferase",14262,"MSTRG.4781","t20","down",NA,NA
"372",100801043,"LOC100801043","GLYMA_07G053200","serine/arginine-rich splicing factor RS31",36775,"MSTRG.12499","t20","down",NA,NA
"373",100801545,"LOC100801545","GLYMA_05G133100","E3 ubiquitin-protein ligase UPL1",26218,"MSTRG.8805","t20","down",NA,NA
"374",100801918,"LOC100801918","GLYMA_06G122600","alcohol dehydrogenase 1",31372,"MSTRG.10741","t20","down",NA,NA
"375",100802677,"LOC100802677","GLYMA_16G022400","calcium-binding protein KIC",92035,"MSTRG.31113","t20","down","calcium-binding protein KIC","GO:0005509"
"376",100803038,"LOC100803038","GLYMA_17G238200","probable isoaspartyl peptidase/L-asparaginase 2",101251,"MSTRG.34278","t20","down",NA,NA
"377",100803056,"LOC100803056","GLYMA_10G089200","actin-related protein 7",56974,"MSTRG.19381","t20","down",NA,NA
"378",100803278,"LOC100803278","GLYMA_11G231400","RING-H2 finger protein ATL66",66765,"MSTRG.22765","t20","down",NA,NA
"379",100803651,"LOC100803651","GLYMA_12G195700","histone-lysine N-methyltransferase ATXR2",71614,"MSTRG.24276","t20","down",NA,NA
"380",100803679,"LOC100803679","GLYMA_06G105900, ACCase-A","acetyl-CoA carboxylase 1",31028,"MSTRG.10608","t20","down",NA,NA
"381",100803911,"LOC100803911","GLYMA_01G103500","auxin response factor 9",2415,"MSTRG.769","t20","down",NA,NA
"382",100807188,"LOC100807188","GLYMA_12G061400","ATP-dependent zinc metalloprotease FTSH 10, mitochondrial",68727,"MSTRG.23449","t20","down",NA,NA
"383",100807247,"LOC100807247","GLYMA_07G257700","stem-specific protein TSJT1",41088,"MSTRG.13908","t20","down",NA,NA
"384",100807371,"LOC100807371","GLYMA_12G029900","uncharacterized LOC100807371",68102,"MSTRG.23223","t20","down",NA,NA
"385",100808320,"LOC100808320","GLYMA_07G021300","uncharacterized LOC100808320",36094,"MSTRG.12247","t20","down",NA,NA
"386",100808961,"LOC100808961","GLYMA_04G189600","serine/threonine-protein kinase AFC2",21496,"MSTRG.7254","t20","down",NA,NA
"387",100809325,"LOC100809325","GLYMA_20G012000","tRNase Z TRZ1",113512,"MSTRG.38402","t20","down",NA,NA
"388",100809811,"LOC100809811","GLYMA_18G011100","E3 ubiquitin-protein ligase AIRP2",101986,"MSTRG.34555","t20","down",NA,NA
